選舉區,號次,姓名,性別,出生年月日,年齡,推薦之政黨,學歷,是否現任,英文姓名,出生地
苗栗縣第2選舉區,2,黎旭欽,男,032/08/17,71,中國國民黨,高中,是,,臺灣省
苗栗縣第2選舉區,3,謝文俊,男,045/08/01,58,無,其他,否,,臺灣省
苗栗縣第2選舉區,4,張家靜,女,048/12/25,54,中國國民黨,高中,是,,臺灣省
苗栗縣第2選舉區,5,韓茂賢,男,042/03/01,61,中國國民黨,高中,是,,臺灣省
苗栗縣第3選舉區,1,李聰祥,男,048/10/21,55,無,其他,是,,臺灣省
苗栗縣第3選舉區,2,邱紹俊,男,033/12/16,69,無,高中,是,,臺灣省
苗栗縣第3選舉區,3,張太陽,男,042/12/21,60,無,其他,是,,臺灣省
苗栗縣第3選舉區,4,周玉滿,女,051/10/20,52,無,專科,否,,臺灣省
苗栗縣第3選舉區,5,劉秋東,男,053/05/20,50,中國國民黨,專科,是,,臺灣省
苗栗縣第3選舉區,6,呂木鈿,男,041/11/12,62,中國國民黨,高中,否,,臺灣省
苗栗縣第3選舉區,7,劉寶鈴,女,058/01/02,45,無,高中,是,,臺灣省
苗栗縣第4選舉區,1,陳明朝,男,041/04/13,62,中國國民黨,專科,是,,臺灣省
苗栗縣第4選舉區,2,林寶珠,女,040/02/14,63,中國國民黨,高中,是,,臺灣省
苗栗縣第4選舉區,3,翁寶桂,女,054/12/11,48,無,博士,否,,新北市
苗栗縣第4選舉區,4,劉順松,男,041/12/01,61,民主進步黨,專科,否,,臺灣省
苗栗縣第4選舉區,5,林一方,男,054/11/12,49,樹黨,其他,否,,臺灣省
苗栗縣第4選舉區,6,謝芳紋,女,064/08/20,39,民主進步黨,大學,是,,臺北市
苗栗縣第4選舉區,7,黃聲全,男,041/07/11,62,無,專科,否,,臺灣省
苗栗縣第4選舉區,8,蕭國清,男,059/09/13,44,無,專科,否,,臺灣省
苗栗縣第4選舉區,9,廖英利,女,042/07/14,61,中國國民黨,專科,否,,臺灣省
苗栗縣第4選舉區,10,連森裕,男,057/04/15,46,無,碩士,否,,臺灣省
苗栗縣第4選舉區,11,陳沅榜,男,078/09/27,25,無,高中,否,,臺灣省
苗栗縣第4選舉區,12,謝端容,女,046/07/10,57,無,碩士,是,,臺灣省
苗栗縣第4選舉區,13,林洧鋅,男,062/12/15,40,無,專科,否,,臺灣省
苗栗縣第4選舉區,14,鄭秋風,男,047/11/18,56,中國國民黨,大學,是,,臺灣省
苗栗縣第4選舉區,15,陳碧華,女,043/05/18,60,中國國民黨,碩士,是,,臺灣省
苗栗縣第4選舉區,16,李文斌,男,062/02/16,41,中國國民黨,專科,是,,臺灣省
苗栗縣第5選舉區,1,游忠鈿,男,043/11/26,60,中國國民黨,大學,是,,臺灣省
苗栗縣第5選舉區,2,陳永賢,男,045/07/26,58,中國國民黨,高中,是,,臺灣省
苗栗縣第5選舉區,3,羅雪珠,女,047/02/08,56,無,專科,是,,臺灣省
苗栗縣第5選舉區,4,陳漢清,男,066/04/17,37,中國國民黨,大學,否,,臺灣省
苗栗縣第5選舉區,5,陳光軒,男,074/10/10,29,民主進步黨,大學,否,,臺灣省
苗栗縣第5選舉區,6,邱秋琴,女,047/09/19,56,無,高中,是,,臺灣省
苗栗縣第5選舉區,7,張淑芬,女,060/12/21,42,無,專科,否,,新北市
苗栗縣第5選舉區,8,鍾東錦,男,052/01/02,51,無,高中,否,,臺灣省
苗栗縣第5選舉區,9,彭宇綸,男,042/03/16,61,無,大學,否,,臺灣省
苗栗縣第5選舉區,10,李貴富,男,059/06/17,44,民主進步黨,大學,是,,臺灣省
苗栗縣第5選舉區,11,鍾褔貴,男,051/10/06,52,中國國民黨,碩士,是,,臺中市
苗栗縣第6選舉區,1,陳春暖,女,053/03/09,50,民主進步黨,其他,否,,臺灣省
苗栗縣第6選舉區,2,楊慶汶,男,040/11/25,63,無,其他,是,,臺灣省
苗栗縣第6選舉區,3,楊恭林,男,050/06/28,53,無,高中,是,,臺灣省
苗栗縣第6選舉區,4,徐欽鴻,男,045/06/06,58,無,高中,是,,臺灣省
苗栗縣第7選舉區,1,潘秋榮,男,045/09/12,58,中國國民黨,碩士,是,,臺灣省
苗栗縣第8選舉區,1,林國雄,男,046/05/23,57,無,大學,否,,臺灣省
苗栗縣第8選舉區,2,黃月娥,女,046/07/08,57,中國國民黨,高中,是,,臺灣省
彰化縣第1選舉區,1,林世賢,男,048/06/01,55,民主進步黨,專科,否,LIN SHIH SIAN,臺灣省
彰化縣第1選舉區,2,許原龍,男,051/03/28,52,中國國民黨,其他,是,SHEU YUAN LDNG,臺灣省
彰化縣第1選舉區,3,唐鎮林,男,031/08/11,72,中國國民黨,專科,是,TAN CHEN LIN,臺灣省
彰化縣第1選舉區,4,白玉如,女,057/06/30,46,中國國民黨,大學,否,PAI YU RU,臺灣省
彰化縣第1選舉區,5,黃育寬,男,045/02/02,58,民主進步黨,專科,是,HUANG YU KUAN,臺灣省
彰化縣第1選舉區,6,黃秀芳,女,060/11/10,43,民主進步黨,大學,是,,臺灣省
彰化縣第1選舉區,7,陳蔣秀美,女,050/03/13,53,中國國民黨,大學,否,CHENCHIANG HSIU MEI,臺灣省
彰化縣第1選舉區,8,吳俊緯,男,069/06/26,34,無,專科,否,WU CHUNG WEI,臺灣省
彰化縣第1選舉區,9,葉孟家,男,066/11/24,37,民主進步黨,碩士,否,,臺灣省
彰化縣第1選舉區,10,張東正,男,058/05/13,45,無,碩士,是,CHANG TUNG CHENG,臺灣省
彰化縣第1選舉區,11,林茂明,男,047/07/25,56,無,高中,是,LIN MAO MING,臺灣省
彰化縣第1選舉區,12,楊經國,男,050/12/24,52,無,專科,否,YOUNG CHING KOAU,臺灣省
彰化縣第1選舉區,13,張瀚天,男,057/09/05,46,無,其他,否,,臺灣省
彰化縣第1選舉區,14,林維浩,男,058/07/18,45,民主進步黨,碩士,是,LIN WEI HAO,臺灣省
彰化縣第1選舉區,15,黃千宴,女,061/12/26,41,中國國民黨,碩士,是,HUANG CHIEN YEN,臺灣省
彰化縣第1選舉區,16,顧文東,男,053/12/01,49,無,高中,否,KU WEN TUNG,臺灣省
彰化縣第1選舉區,17,陳俊佑,男,075/02/28,28,無,大學,否,CHEN CHV NYU,臺灣省
彰化縣第1選舉區,18,黃玉芬,女,071/11/10,32,無,碩士,否,HUANG YU FEN,臺灣省
彰化縣第1選舉區,19,賴岸璋,男,053/11/27,50,民主進步黨,碩士,是,LAI AN CHANG,臺灣省
彰化縣第1選舉區,20,陳冠鴻,男,055/11/07,48,無,專科,否,CHEN KUAN HUNG,臺灣省
彰化縣第1選舉區,21,曾世勇,男,049/03/18,54,中國國民黨,碩士,是,TSENG SHIH YUNG,臺灣省
彰化縣第1選舉區,22,王文東,男,047/11/25,56,台灣團結聯盟,高中,否,WANG WEN TUNG,臺灣省
彰化縣第1選舉區,23,顧黃水花,女,042/01/20,61,中國國民黨,其他,是,,臺灣省
彰化縣第2選舉區,1,楊竣程,男,064/12/01,38,中國國民黨,高中,是,YANG CHUN CHEN,臺灣省
彰化縣第2選舉區,2,粘勝傑,男,053/01/26,50,無,碩士,否,NIEN SHENG CHIEH,臺灣省
彰化縣第2選舉區,3,陳秀寳,女,061/10/11,42,民主進步黨,大學,是,CHEN HSIU PAO,臺灣省
彰化縣第2選舉區,4,施性鍾,男,041/07/17,62,中國國民黨,其他,否,SHIH SING JHONG,臺灣省
彰化縣第2選舉區,5,葉國雄,男,055/06/04,48,民主進步黨,高中,否,YEH KUO HSIUNG,臺灣省
彰化縣第2選舉區,6,林士堅,男,059/09/29,44,民主進步黨,大學,否,,臺灣省
彰化縣第2選舉區,7,鄭敬議,男,063/11/19,40,無,專科,否,ZHENG JING YI,臺灣省
彰化縣第2選舉區,8,林聖哲,男,042/03/10,61,中國國民黨,高中,是,,臺灣省
彰化縣第2選舉區,9,凃淑媚,女,053/04/05,50,中國國民黨,專科,是,,臺灣省
彰化縣第2選舉區,10,郭國賓,男,055/08/09,48,無,其他,否,KUO KUO PIN,臺灣省
彰化縣第3選舉區,1,賴清美,女,050/12/20,52,民主進步黨,高中,是,LAI CHING MEI,臺灣省
彰化縣第3選舉區,2,蕭文雄,男,047/09/25,56,中國國民黨,其他,否,HSIAO WEN HSIUNG,臺灣省
彰化縣第3選舉區,3,林宗翰,男,058/03/22,45,無,高中,否,LIN CHUNG HAN,臺灣省
彰化縣第3選舉區,4,王國忠,男,051/06/06,52,民主進步黨,高中,否,WANG KUO CHUNG,臺中市
彰化縣第3選舉區,5,尤瑞春,女,051/05/05,52,民主進步黨,大學,是,YU JUI CHUN,臺灣省
彰化縣第3選舉區,6,黃寶隆,男,050/06/26,53,無,其他,是,HUANG BAO LONG,臺灣省
彰化縣第3選舉區,7,陳錦玉,女,042/08/29,61,中國國民黨,其他,是,CHEN JIN YU,臺中市
彰化縣第3選舉區,8,柯振杯,男,049/01/20,54,中國國民黨,其他,是,,臺灣省
彰化縣第3選舉區,9,林庚壬,男,051/06/13,52,中國國民黨,高中,否,LIN KENG JEN,臺灣省
彰化縣第4選舉區,1,黃正盛,男,067/09/19,36,中國國民黨,高中,否,,臺灣省
彰化縣第4選舉區,2,彭國成,男,045/02/20,58,民主進步黨,其他,否,PENG KUO CHENG,臺灣省
彰化縣第4選舉區,3,葉麗娟,女,043/12/19,59,中國國民黨,高中,是,,臺灣省
彰化縣第4選舉區,4,江瑞演,男,042/10/17,61,民主進步黨,高中,是,CHIANG JUI YEN,臺灣省
彰化縣第4選舉區,5,張仁城,男,050/06/02,53,中國國民黨,專科,否,CHANG JEN CHENG,臺灣省
彰化縣第4選舉區,6,游振雄,男,051/02/08,52,中國國民黨,專科,是,YU CHEN HSIUNG,臺灣省
彰化縣第4選舉區,7,劉惠娟,女,061/03/08,42,中國國民黨,碩士,否,LIU HUI CHUAN,臺灣省
彰化縣第4選舉區,8,張素芬,女,048/07/15,55,無,高中,否,CHANG SHU FEN,臺灣省
彰化縣第4選舉區,9,張雪如,女,055/05/13,48,無,大學,是,CHANG HSUEH JU,臺灣省
彰化縣第4選舉區,10,曹嘉豪,男,070/11/05,33,中國國民黨,專科,否,TSAO CHIA HAO,臺灣省
彰化縣第4選舉區,11,邱方銘,男,050/01/10,53,無,高中,否,CHIU FANG MING,臺灣省
彰化縣第4選舉區,12,陳秋蓉,女,055/07/17,48,民主進步黨,專科,否,CHEN CHIV JUNG,臺灣省
彰化縣第4選舉區,13,凃俊任,男,067/08/01,36,中國國民黨,碩士,否,TU CHUN JEN,臺灣省
彰化縣第4選舉區,14,賴澤民,男,073/11/02,30,民主進步黨,大學,否,LAI TSE MING,臺灣省
彰化縣第5選舉區,1,蔡福祿,男,054/11/14,49,中國國民黨,大學,否,TASI FU LU,臺灣省
彰化縣第5選舉區,2,張永泉,男,045/03/25,58,無,其他,是,,臺灣省
彰化縣第5選舉區,3,李清木,男,061/09/19,42,民主進步黨,高中,否,,臺灣省
彰化縣第5選舉區,4,楊淑鳯,女,047/03/29,56,中國國民黨,高中,否,FANG SHU FENG,臺灣省
彰化縣第5選舉區,5,張春洋,男,049/06/26,54,無,其他,否,CHANG CHUN YANG,臺灣省
彰化縣第5選舉區,6,歐陽蓁珠,女,044/12/10,58,民主進步黨,高中,是,OU YANG CHEN CHU,臺灣省
彰化縣第5選舉區,7,陳文漢,男,050/12/30,52,中國國民黨,碩士,否,CHEN WEN HAN,臺灣省
彰化縣第5選舉區,8,陳重嘉,男,070/01/19,33,無,大學,是,CHEN CHUNG CHIA,臺灣省
彰化縣第6選舉區,1,劉景滄,男,059/02/25,44,無,高中,否,LIN CHING TSANG,臺灣省
彰化縣第6選舉區,2,許書維,男,062/03/26,41,民主進步黨,專科,否,HSU SHU WEI,臺灣省
彰化縣第6選舉區,3,鄭俊雄,男,050/01/22,53,中國國民黨,碩士,否,CHENG CHUN HSIUNG,臺灣省
彰化縣第6選舉區,4,蕭淑芬,女,057/05/15,46,無,專科,是,,臺灣省
彰化縣第6選舉區,5,蕭如意,男,044/06/10,59,中國國民黨,高中,否,,臺灣省
彰化縣第6選舉區,6,蕭智程,男,053/10/14,50,民主進步黨,碩士,否,HSIAO CHIH CHENG,臺灣省
彰化縣第6選舉區,7,陳正忠,男,060/09/02,43,無,高中,否,CHEN CHENG CHUNG,臺灣省
彰化縣第7選舉區,1,謝典霖,男,068/08/16,35,中國國民黨,碩士,是,HSIEH DIEN LIN,臺灣省
彰化縣第7選舉區,2,劉淑芳,女,048/08/02,55,中國國民黨,碩士,是,LIN SHU FANG,臺灣省
彰化縣第7選舉區,3,李俊諭,男,047/05/23,56,民主進步黨,專科,是,LEE JENERA,臺灣省
彰化縣第7選舉區,4,洪見洲,男,022/08/24,81,無,專科,否,HUNG CHIAN CHOU,臺灣省
彰化縣第7選舉區,5,李浩誠,男,062/09/25,41,中國國民黨,大學,是,LEE HOW TSEN,臺灣省
彰化縣第7選舉區,6,江熊一楓,女,041/06/11,62,民主進步黨,大學,是,CHIANG SHUNG E FUI,臺灣省
彰化縣第8選舉區,1,吳淑娟,女,044/11/10,59,無,高中,是,WU SHU JIUAN,臺灣省
彰化縣第8選舉區,2,洪遊江,男,047/03/15,56,台灣民族黨,專科,否,,臺灣省
彰化縣第8選舉區,3,蔡金蓮,女,044/10/26,59,無,高中,否,,臺南市
彰化縣第8選舉區,4,謝彥慧,女,063/03/25,40,中國國民黨,碩士,否,SHIEH YEN HUEI,臺灣省
彰化縣第8選舉區,5,陳光輝,男,044/05/16,59,無,高中,否,,臺灣省
彰化縣第8選舉區,6,林清彬,男,050/01/06,53,無,高中,否,LIN CHING PIN,臺灣省
彰化縣第8選舉區,7,洪宗熠,男,058/01/27,45,民主進步黨,碩士,是,,臺灣省
彰化縣第8選舉區,8,陳一惇,男,063/11/30,39,中國國民黨,大學,是,CHEN YI TUN,臺灣省
彰化縣第9選舉區,1,陳榮妹,女,052/02/10,51,中國國民黨,高中,是,,臺灣省
彰化縣第9選舉區,2,謝香美,女,049/07/02,54,無,其他,否,HSIEH HSIANG MEI,臺灣省
彰化縣第9選舉區,3,張新男,男,050/03/15,53,無,高中,否,,臺灣省
南投縣第1選舉區,1,李添興,男,044/03/20,59,無,其他,是,,臺灣省
南投縣第1選舉區,2,劉宜成,男,051/04/01,52,中國國民黨,專科,否,,臺灣省
南投縣第1選舉區,3,洪明科,男,060/08/27,43,無,專科,否,,臺灣省
南投縣第1選舉區,4,莊文斌,男,045/05/26,58,中國國民黨,高中,是,,臺灣省
南投縣第1選舉區,5,林憶如,女,065/02/20,38,中國國民黨,碩士,是,,臺灣省
南投縣第1選舉區,6,張維華,男,060/07/17,43,中國國民黨,碩士,否,,臺灣省
南投縣第1選舉區,7,羅美玲,女,058/05/01,45,無,碩士,否,,其他省市
南投縣第1選舉區,8,于秀英,女,054/07/17,49,無,其他,是,,臺灣省
南投縣第1選舉區,9,曾振炎,男,050/04/01,53,中國國民黨,高中,否,,臺灣省
南投縣第1選舉區,10,洪志杰,男,061/11/25,42,無,大學,否,,臺灣省
南投縣第1選舉區,11,王永慶,男,051/10/24,52,大道人民黨,高中,否,,臺灣省
南投縣第1選舉區,12,賴燕雪,女,053/04/18,50,民主進步黨,碩士,是,,臺灣省
南投縣第1選舉區,13,陳翰立,男,068/08/29,35,民主進步黨,其他,是,,臺中市
南投縣第1選舉區,14,張龍木,男,059/03/25,44,無,高中,否,,臺灣省
南投縣第1選舉區,15,游宏達,男,058/06/23,45,無,高中,是,,臺灣省
南投縣第1選舉區,16,蕭文進,男,052/05/28,51,台灣團結聯盟,高中,否,,臺灣省
南投縣第1選舉區,17,蔡宗智,男,068/08/23,35,無,專科,否,,臺灣省
南投縣第2選舉區,1,陳國大,男,043/01/03,60,無,碩士,否,,臺灣省
南投縣第2選舉區,2,洪盛雄,男,031/08/04,72,無,高中,否,,臺灣省
南投縣第2選舉區,3,簡景賢,男,048/12/23,54,中國國民黨,高中,是,,臺灣省
南投縣第2選舉區,4,黃文君,女,056/08/25,47,無,專科,否,,臺灣省
南投縣第2選舉區,5,侯嘉芳,女,071/09/02,32,無,高中,否,,臺灣省
南投縣第2選舉區,6,莊清南,男,047/01/08,56,中國國民黨,大學,否,,臺灣省
南投縣第2選舉區,7,廖宜賢,男,039/08/22,64,中國國民黨,高中,是,,臺灣省
南投縣第2選舉區,8,賴忠政,男,051/05/10,52,無,高中,否,,臺灣省
南投縣第2選舉區,9,林永鴻,男,059/07/01,44,民主進步黨,碩士,是,,臺灣省
南投縣第2選舉區,10,廖梓佑,女,047/11/30,55,民主進步黨,大學,是,,臺灣省
南投縣第2選舉區,11,簡峻庭,男,042/02/01,61,無,專科,否,,臺灣省
南投縣第2選舉區,12,簡賜勝,男,056/03/01,47,無,高中,否,,臺灣省
南投縣第2選舉區,13,李銀滄,男,045/09/14,58,無,碩士,否,,臺灣省
南投縣第2選舉區,14,李洲忠,男,051/12/15,51,中國國民黨,專科,否,,臺灣省
南投縣第2選舉區,15,簡献清,男,039/05/18,64,無,專科,否,,臺灣省
南投縣第2選舉區,16,吳瑞耀,男,039/08/26,64,無,碩士,否,,臺灣省
南投縣第3選舉區,1,蕭志全,男,052/05/19,51,中國國民黨,高中,否,,臺灣省
南投縣第3選舉區,2,陳淑惠,女,046/12/25,56,中國國民黨,專科,是,,臺灣省
南投縣第3選舉區,3,謝明謀,男,039/04/15,64,中國國民黨,專科,是,,臺灣省
南投縣第3選舉區,4,楊孟學,男,074/10/19,29,無,高中,否,,臺灣省
南投縣第3選舉區,5,陳昭煜,男,051/11/14,52,民主進步黨,碩士,是,,臺灣省
南投縣第4選舉區,1,許耿禎,男,068/04/04,35,無,碩士,否,,臺灣省
南投縣第4選舉區,2,林育正,男,040/03/18,63,無,高中,否,,臺灣省
南投縣第4選舉區,3,林明輝,男,048/07/18,55,無,專科,否,,臺灣省
南投縣第4選舉區,4,蔡宜助,男,068/05/30,35,中國國民黨,大學,是,,臺灣省
南投縣第4選舉區,5,許素霞,女,053/03/10,50,中國國民黨,專科,是,,臺灣省
南投縣第4選舉區,6,蔡孟娥,女,057/10/29,46,無,高中,否,,臺灣省
南投縣第4選舉區,7,何勝豐,男,046/03/12,57,中國國民黨,其他,是,,臺灣省
南投縣第4選舉區,8,游顥,男,072/09/11,31,中國國民黨,碩士,否,,臺灣省
南投縣第4選舉區,9,張志銘,男,052/04/15,51,民主進步黨,大學,否,,臺灣省
南投縣第4選舉區,10,吳瑞芳,女,046/01/08,57,無,高中,是,,臺灣省
南投縣第5選舉區,1,林芳伃,女,051/05/28,52,中國國民黨,碩士,否,,臺灣省
南投縣第5選舉區,2,黃志學,男,035/11/30,67,中國國民黨,專科,是,,臺灣省
南投縣第5選舉區,3,陳永來,男,050/11/15,53,無,高中,否,,臺灣省
南投縣第5選舉區,4,吳國昌,男,044/01/29,59,無,其他,是,,臺灣省
南投縣第5選舉區,5,潘淑玫,女,058/12/19,44,無,高中,否,,臺灣省
南投縣第5選舉區,6,廖志城,男,051/11/11,52,民主進步黨,高中,是,,臺灣省
南投縣第5選舉區,7,邱美玲,女,060/03/01,43,中國國民黨,高中,否,,臺灣省
南投縣第5選舉區,8,許阿甘,女,035/02/01,68,民主進步黨,高中,是,,臺灣省
南投縣第5選舉區,9,曾明雪,女,057/02/20,46,無,其他,否,,新北市
南投縣第5選舉區,10,潘一全,男,059/11/26,44,中國國民黨,大學,是,,臺灣省
南投縣第5選舉區,11,王彩雲,女,051/09/30,52,中國國民黨,專科,是,,臺灣省
南投縣第6選舉區,1,周吳儀君,女,070/02/28,33,無,其他,否,,臺灣省
南投縣第6選舉區,2,石忍漢,男,055/03/14,48,中國國民黨,專科,否,,臺灣省
南投縣第6選舉區,3,阿給拉˙拉哈拜,男,050/12/01,52,中華統一促進黨,高中,否,,臺灣省
南投縣第6選舉區,4,石慶龍,男,044/12/15,58,台灣第一民族黨,大學,否,,臺灣省
南投縣第6選舉區,5,陳宥瑞,男,075/10/30,28,無,大學,否,,臺灣省
南投縣第6選舉區,6,蔡幸子,女,054/01/14,49,中國國民黨,碩士,否,,臺灣省
南投縣第7選舉區,1,史清水,男,039/05/17,64,中國國民黨,大學,是,,臺灣省
南投縣第8選舉區,1,廖文賢,男,036/11/25,67,無,專科,否,,臺灣省
南投縣第8選舉區,2,陳國雄,男,049/02/03,54,中國國民黨,專科,是,,臺灣省
雲林縣第1選舉區,1,鍾明馨,男,055/01/05,48,無,其他,否,,臺灣省
雲林縣第1選舉區,2,李建昇,男,049/02/19,54,民主進步黨,碩士,是,LI CHIEN SHENG,臺灣省
雲林縣第1選舉區,3,王又民,男,063/01/24,40,中國國民黨,碩士,是,WANG YU MIN,臺灣省
雲林縣第1選舉區,4,蘇于珊,女,048/11/09,55,中國國民黨,其他,否,SU YU SHAN,臺南市
雲林縣第1選舉區,5,黃耀煌,男,051/01/07,52,民主進步黨,碩士,是,HUANG YAO HUANG,臺灣省
雲林縣第1選舉區,6,賴淑娞,女,051/06/22,52,中國國民黨,碩士,是,LAI SHWU RAY,臺灣省
雲林縣第1選舉區,7,周秀月,女,045/09/15,58,民主進步黨,碩士,是,CHOU HSIU YUEH,臺灣省
雲林縣第1選舉區,8,林政亨,男,061/11/23,42,台灣團結聯盟,碩士,否,LIN CHENG HENG,臺灣省
雲林縣第1選舉區,9,林岳璋,男,060/07/24,43,無,高中,否,LIN YUEH CHANG,臺灣省
雲林縣第1選舉區,10,邱世文,男,055/06/10,48,無,高中,否,CHIU SHIH WEN,臺灣省
雲林縣第1選舉區,11,林聖爵,男,065/11/25,38,中國國民黨,大學,否,LIN SHENG JUE,臺灣省
雲林縣第1選舉區,12,張凱甯,女,058/12/11,44,無,高中,否,CHANG KAI NING,臺灣省
雲林縣第1選舉區,13,江文登,男,060/01/30,43,民主進步黨,高中,是,CHIANG WEN TENG,臺灣省
雲林縣第1選舉區,14,李建志,男,058/05/26,45,無,碩士,是,,臺灣省
雲林縣第2選舉區,1,吳滄得,男,041/09/20,62,民主進步黨,其他,否,WU TSANG TE,臺灣省
雲林縣第2選舉區,2,沈銘恭,男,055/03/10,48,無,專科,是,SHAN MING GONG,臺灣省
雲林縣第2選舉區,3,王國勝,男,059/09/13,44,無,專科,否,,臺灣省
雲林縣第2選舉區,4,蔡東富,男,048/05/13,55,無,其他,是,TSAI TUNG FU,臺灣省
雲林縣第2選舉區,5,簡慈坊,女,070/07/12,33,無,大學,是,JAIN CI FANG,臺灣省
雲林縣第2選舉區,6,林樹山,男,047/12/01,55,民主進步黨,大學,否,,臺灣省
雲林縣第2選舉區,7,林育鳳,女,054/05/30,49,無,大學,否,LIN YU FENG,臺灣省
雲林縣第2選舉區,8,陳樹吉,男,044/12/10,58,無,高中,是,,臺灣省
雲林縣第2選舉區,9,賴明源,男,053/07/10,50,無,其他,否,,臺灣省
雲林縣第2選舉區,10,李長發,男,040/12/11,62,民主進步黨,專科,否,,臺灣省
雲林縣第2選舉區,11,王秋足,女,043/10/23,60,中國國民黨,高中,是,,臺灣省
雲林縣第3選舉區,1,張麗華,女,045/07/13,58,無,高中,否,CHANG LI HUA,臺灣省
雲林縣第3選舉區,2,黃凱,男,063/02/09,40,無,高中,是,HUANG KAI,臺灣省
雲林縣第3選舉區,3,吳爾夫,男,061/12/20,41,民主進步黨,大學,否,WU ER FU,臺灣省
雲林縣第3選舉區,4,沈宗隆,男,048/04/27,55,中國國民黨,高中,是,SHEN CHUNG LUNG,臺灣省
雲林縣第3選舉區,5,謝翠蓮,女,037/09/21,66,中國國民黨,高中,是,HSIEH TSUI LIEN,臺灣省
雲林縣第3選舉區,6,王士壬,男,040/12/13,62,台灣團結聯盟,高中,是,WANG SHIH JEN,臺灣省
雲林縣第3選舉區,7,黃鈺惠,女,053/02/11,50,無,大學,否,HUANG YU HUI,臺灣省
雲林縣第3選舉區,8,顏旭懋,男,064/09/13,39,民主進步黨,高中,否,YEN SHU MAO,臺灣省
雲林縣第3選舉區,9,陳茂源,男,059/05/31,44,無,其他,否,CHEN MAOYUAN,臺灣省
雲林縣第3選舉區,10,陳瑞雄,男,049/12/08,53,中國國民黨,高中,是,CHEN JUI HSIUNG,臺灣省
雲林縣第3選舉區,11,陳乙辰,男,076/03/10,27,無,大學,否,CHEN YI CHEN,臺灣省
雲林縣第3選舉區,12,許維修,男,065/03/16,38,無,碩士,否,HSU WEI HSIU,臺灣省
雲林縣第3選舉區,13,李錫銘,男,050/10/25,53,台灣團結聯盟,專科,否,LEE XI MING,臺灣省
雲林縣第3選舉區,14,蔡秋敏,女,050/02/06,53,民主進步黨,大學,是,TSAI CHIOU MIN,臺灣省
雲林縣第3選舉區,15,陳俊龍,男,058/07/04,45,無,碩士,是,CHEN CHUN LUNG,臺灣省
雲林縣第3選舉區,16,林新丁,男,041/05/22,62,民主進步黨,碩士,否,LIN HSIN TING,臺灣省
雲林縣第3選舉區,17,沈義隆,男,062/12/04,40,無,高中,否,,臺灣省
雲林縣第4選舉區,1,廖朝魁,男,047/03/10,56,無,高中,否,,臺灣省
雲林縣第4選舉區,2,林丁財,男,054/08/15,49,無,其他,否,,臺灣省
雲林縣第4選舉區,3,廖清祥,男,055/03/01,48,民主進步黨,碩士,是,LIAO CHING HSIANG,臺灣省
雲林縣第4選舉區,4,廖錦珠,女,046/01/10,57,無,高中,是,,臺灣省
雲林縣第4選舉區,5,梁銘忠,男,055/02/10,48,無,高中,否,LIANG MING CHUNG,臺灣省
雲林縣第4選舉區,6,李權展,男,058/04/26,45,無,高中,否,,臺灣省
雲林縣第4選舉區,7,廖秋萍,女,066/05/30,37,民主進步黨,大學,是,,臺灣省
雲林縣第4選舉區,8,蕭澤梧,男,047/02/17,56,民主進步黨,專科,否,,臺灣省
雲林縣第4選舉區,9,李明哲,男,057/10/31,46,中國國民黨,碩士,是,LEE MING CHE,臺灣省
雲林縣第4選舉區,10,王鐵道,男,040/02/08,63,無,大學,是,WANG TINE TAO,臺灣省
雲林縣第5選舉區,1,林建鴻,男,054/03/18,49,無,專科,是,LIN CHIEN HUNG,臺灣省
雲林縣第5選舉區,2,李培元,男,051/12/15,51,無,高中,否,LI PEI YUAN,臺灣省
雲林縣第5選舉區,3,蘇俊豪,男,064/05/23,39,無,碩士,否,SU CHUN HAO,臺灣省
雲林縣第5選舉區,4,林木城,男,045/05/29,58,無,其他,否,,臺灣省
雲林縣第5選舉區,5,張健福,男,059/04/29,44,民主進步黨,其他,否,,臺灣省
雲林縣第5選舉區,6,王清貴,男,029/01/09,74,中國國民黨,其他,是,,臺灣省
雲林縣第5選舉區,7,黃淑鈴,女,050/07/20,53,民主進步黨,高中,否,HUANG SHU LING,臺灣省
雲林縣第5選舉區,8,張素蘭,女,045/05/16,58,無,高中,是,CHANG SHU LAN,新北市
雲林縣第5選舉區,9,林深,男,047/02/27,56,無,碩士,是,LIN SHEN,臺灣省
雲林縣第5選舉區,10,鄭東來,男,044/10/02,59,民主進步黨,碩士,是,CHENG TUNG LAI,臺灣省
雲林縣第5選舉區,11,許志豪,男,062/01/02,41,民主進步黨,高中,否,HSU CHIH HAO,臺灣省
雲林縣第6選舉區,1,蔡岳儒,男,064/09/06,39,民主進步黨,大學,是,TSAI YUEH JU,臺南市
雲林縣第6選舉區,2,翁水上,男,044/03/20,59,無,其他,是,WENG SHUI SHANG,臺灣省
雲林縣第6選舉區,3,王新堯,男,060/07/23,43,無,高中,否,,臺灣省
雲林縣第6選舉區,4,林哲凌,男,052/12/03,50,民主進步黨,大學,是,,臺灣省
雲林縣第6選舉區,5,黃文祥,男,051/12/10,51,無,專科,是,HUANG WEN HSIANG,臺灣省
雲林縣第6選舉區,6,黃勝賢,男,056/03/07,47,無,其他,否,HUANG SHENG HSIEN,臺灣省
