選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第16屆高雄縣議員,徐榮延,60000,203000,0,0,0,0,0,138531,90000,105000,0,11620,68084,0,0,0
第16屆高雄縣議員,方信淵,241168,210000,50000,50000,0,2,0,658830,340255,60894,205164,700,426970,0,0,0
第16屆高雄縣議員,方雪玉,2242000,10000,0,0,0,0,0,1861180,10700,0,0,45854,324529,0,0,0
第16屆高雄縣議員,李蕙蕙,290000,800000,0,0,0,0,0,1268666,0,60000,0,0,29573,0,0,0
第16屆高雄縣議員,李長生,275080,395000,0,9000,0,6,0,901518,0,60000,65500,69901,424617,0,0,0
第16屆高雄縣議員,林富寶,575975,151060,0,6000,14120,6,0,565730,117700,60000,33000,30195,324863,0,0,0
第16屆高雄縣議員,林祺福,1052110,350000,0,0,19960,0,0,580380,0,72670,303900,140000,448230,0,0,0
第16屆高雄縣議員,林連森,580700,2066166,0,0,0,85,0,897575,120298,90000,146172,64327,1746265,0,0,0
第16屆高雄縣議員,江玲君,253000,140000,0,0,0,7,0,404135,0,0,0,0,160,0,0,0
第16屆高雄縣議員,洪秀錦,20000,106000,0,0,0,5,0,203750,0,45000,0,0,10000,0,0,0
第16屆高雄縣議員,王慧玲,10000,0,0,0,0,0,0,774394,0,0,15000,39203,101787,0,0,0
第16屆高雄縣議員,王耀裕,521200,256000,0,0,0,27,0,596381,21900,34680,197380,0,450062,0,0,0
第16屆高雄縣議員,盧家蓁,90000,106000,0,0,0,0,0,29400,0,0,20000,18975,126645,0,0,0
第16屆高雄縣議員,盧謝珊珊,438800,840000,0,0,0,8,0,636688,340700,152000,111000,39112,467959,0,0,0
第16屆高雄縣議員,石天賜,0,0,0,0,0,0,0,82990,0,0,0,0,0,0,0,0
第16屆高雄縣議員,程培弘,443950,476000,0,0,27400,24,0,217590,103181,100000,98200,8449,467466,0,0,0
第16屆高雄縣議員,程進添,332600,782000,0,0,4000,53,0,560063,140017,12700,39432,0,1237420,0,0,0
第16屆高雄縣議員,簡海源,220000,100000,0,0,0,0,0,426025,0,0,0,0,0,0,0,0
第16屆高雄縣議員,耿雄山,329875,61600,0,0,1100,0,0,139550,0,0,21550,46389,424372,0,0,0
第16屆高雄縣議員,葉曉樺,499800,0,0,0,19200,0,0,383397,0,0,46000,21215,106031,0,0,0
第16屆高雄縣議員,葉進國,756700,1016600,0,0,7900,56,0,447900,345615,0,0,22081,1046208,0,0,0
第16屆高雄縣議員,葉香,1118000,720000,0,0,11000,0,0,642568,62950,0,157100,86253,1531487,0,0,0
第16屆高雄縣議員,葉麗皇,1346880,473000,0,0,0,13,0,1306637,0,111840,51200,48856,725545,0,0,0
第16屆高雄縣議員,蔡昌達,560000,1358000,0,200000,0,0,0,703090,349307,124000,124640,0,841126,0,0,0
第16屆高雄縣議員,蘇炎城,169400,54000,0,17200,7920,0,0,715728,0,0,0,4265,67465,0,0,0
第16屆高雄縣議員,蘇琦莉,658600,255000,0,0,0,0,0,907247,9000,85500,4800,13995,48095,0,0,0
第16屆高雄縣議員,許慧玉,228500,285000,0,0,0,0,0,410936,125000,25000,89000,0,602000,0,0,0
第16屆高雄縣議員,許福森,590000,1630000,0,0,23600,0,0,1357387,79226,19020,215557,16831,616009,0,0,0
第16屆高雄縣議員,謝志富,762000,916000,0,0,0,118,0,1000811,244480,2830,25697,89874,496133,0,0,0
第16屆高雄縣議員,鄭復華,217500,160000,50000,11600,32900,50,0,230013,33055,607015,18250,0,15950,0,0,0
第16屆高雄縣議員,鄭明岳,262000,20000,0,0,0,4,0,319928,0,26000,0,51869,32500,0,0,0
第16屆高雄縣議員,鄭智化,193600,150000,0,0,0,0,0,187670,105983,14898,0,0,111951,0,0,0
第16屆高雄縣議員,錢聖武,20000,600000,0,0,0,34,0,1048990,0,0,0,0,0,0,0,0
第16屆高雄縣議員,鍾滿生,600000,0,0,0,0,0,0,179000,0,0,19500,29218,388952,0,0,0
第16屆高雄縣議員,陳慧文,1277300,412750,0,0,0,53,0,1569773,15074,0,0,1000,932920,0,0,0
第16屆高雄縣議員,陳明澤,1320000,380000,0,0,0,0,0,2389489,80500,0,0,0,19550,0,0,0
第16屆高雄縣議員,陳泰山,422000,80000,0,0,0,0,0,788042,13600,0,51000,52538,235562,0,0,0
第16屆高雄縣議員,陳清明,0,0,0,0,5000,4,0,7800,0,0,0,0,0,0,0,0
第16屆高雄縣議員,陳清玉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆高雄縣議員,陳福財,256000,340000,0,0,0,38,0,347212,158042,80000,30500,0,167987,0,0,0
第16屆高雄縣議員,陳粹鑾,40000,0,0,0,0,2,0,55771,0,0,4000,4750,3433,0,0,0
第16屆高雄縣議員,陳致富,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆高雄縣議員,陸淑美,1103250,1291950,0,0,10000,0,0,1341452,150001,78430,147300,32506,716358,0,0,0
第16屆高雄縣議員,顏曉菁,485800,340000,0,0,0,12,0,1168468,271887,16699,97150,39600,468225,0,0,0
第16屆高雄縣議員,高文化,0,279000,0,0,0,0,0,0,0,0,0,0,279000,0,0,0
第16屆高雄縣議員,黃夏雪玉,200000,0,0,0,0,100,0,173960,157000,19755,45000,16935,151505,0,0,0
第16屆高雄縣議員,黃明河,60000,70000,0,12000,0,44,0,262820,28350,0,0,0,24927,0,0,0
第16屆高雄縣議員,黃璽文,400000,460000,0,0,0,1,0,159650,641000,0,0,1890,226982,0,0,0
第16屆高雄縣議員,黃登丕,740000,390000,0,0,0,32,0,768190,0,0,0,90837,471040,0,0,0
第16屆高雄縣議員,黃穼鈿,0,100000,0,0,0,6,0,45000,28000,0,0,0,96650,0,0,0
第16屆高雄縣議員,黃萬全,620000,200000,0,0,0,0,0,457300,0,0,0,71417,587001,0,0,0
第17屆南投縣議員,于秀英,65200,0,0,0,0,0,0,23000,0,0,51100,0,9150,0,0,0
第17屆南投縣議員,全正明,0,0,30000,0,0,0,0,31500,0,0,0,0,0,0,0,0
第17屆南投縣議員,劉一平,10000,0,0,0,0,1,0,0,0,0,0,0,10000,0,0,0
第17屆南投縣議員,史清水,0,0,30000,0,0,0,0,0,0,0,0,0,150204,0,0,0
第17屆南投縣議員,史祝賢,183400,130000,0,0,0,0,160000,190000,19050,0,0,0,24110,0,0,0
第17屆南投縣議員,吳國昌,804600,423400,0,0,22900,0,0,1027860,5500,26800,171400,0,169840,0,0,25000
第17屆南投縣議員,吳棋祥,1308800,302960,50000,400000,2000,58,500000,554753,96192,323366,89399,118133,658796,0,0,0
第17屆南投縣議員,吳翰賢,20000,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0
第17屆南投縣議員,宋懷琳,1494600,409100,50000,6000,0,31,822200,189504,5500,0,47595,52613,850935,0,200000,102625
第17屆南投縣議員,康誌合,299200,120000,0,0,0,0,260000,428553,0,40000,40000,39300,291860,0,0,0
第17屆南投縣議員,廖宜賢,65400,0,0,0,0,0,0,124890,0,0,0,16083,12696,0,0,0
第17屆南投縣議員,廖志城,1011600,557700,0,0,0,130,0,1288690,150000,0,130740,0,0,0,0,0
第17屆南投縣議員,廖梓佑,1342400,154000,0,0,127200,0,320400,677833,33300,50000,153010,49631,377606,0,0,0
第17屆南投縣議員,張經魁,321600,446000,50000,0,0,0,0,1475128,115500,105000,86000,17932,266731,400000,0,0
第17屆南投縣議員,戴世詮,952000,0,0,0,15000,0,0,887365,0,72800,414370,0,212026,0,0,0
第17屆南投縣議員,曾萬定,0,0,0,0,0,0,347200,649196,47600,0,17480,29618,145388,0,0,0
第17屆南投縣議員,李增全,88200,25750,50000,4000,0,0,243750,491374,14500,0,0,49579,216562,0,0,22300
第17屆南投縣議員,李添興,233200,60000,0,0,0,1,250200,116829,0,63000,124100,32876,214785,0,0,3050
第17屆南投縣議員,李素紅,405600,200000,50000,0,6000,2,194000,206750,77099,2500,137200,29422,48669,0,0,0
第17屆南投縣議員,松秋明,0,0,30000,0,0,0,0,39000,0,0,0,0,0,0,0,0
第17屆南投縣議員,林儒彬,1878888,276000,50000,0,0,0,0,1579379,57000,18500,445000,35677,271154,0,0,0
第17屆南投縣議員,林憶如,36000,600000,50000,0,3000,0,0,624372,0,20000,147000,0,20000,600000,0,0
第17屆南投縣議員,林昆熠,317200,96600,0,0,0,6,0,226901,23636,71800,97000,0,237842,0,0,0
第17屆南投縣議員,林永鴻,1209200,2048000,0,0,6600,0,465200,3145858,69300,69070,10000,49276,378007,0,0,22500
第17屆南投縣議員,林芳伃,185000,30000,50000,0,22000,0,0,253433,0,11040,61300,2000,9972,0,0,0
第17屆南投縣議員,洪盛雄,329300,325000,50000,2000,11000,0,0,696671,0,0,63460,0,1345,0,0,0
第17屆南投縣議員,潘一全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆南投縣議員,潘佩琪,1000,135000,0,50000,15000,2,0,120037,161700,38217,0,10999,78618,0,0,0
第17屆南投縣議員,王彩雲,100000,0,50000,0,0,9,0,151100,0,0,0,0,0,0,0,0
第17屆南投縣議員,簡景賢,462000,140000,0,0,21000,33,182000,357779,0,0,85600,20672,125202,0,0,0
第17屆南投縣議員,簡沛霖,550000,230000,0,0,0,0,0,677842,0,30000,0,0,76597,0,0,0
第17屆南投縣議員,莊文斌,365200,140000,50000,0,0,9,178900,300095,2000,45000,89431,0,111253,0,0,0
第17屆南投縣議員,蔡宜助,42800,200000,50000,0,0,4,35700,583287,13754,0,22000,0,4094,100000,0,0
第17屆南投縣議員,蔡明源,406000,162000,50000,0,0,0,0,371600,0,0,0,0,260204,0,0,0
第17屆南投縣議員,許粧,265200,121000,50000,0,22600,0,20000,529859,7500,0,32000,1460,116053,0,0,0
第17屆南投縣議員,許素霞,485400,0,50000,0,6000,0,0,414407,78400,1355,184060,30133,231646,0,0,50800
第17屆南投縣議員,許阿甘,600000,92000,0,0,12000,0,0,727284,172950,0,0,18528,229609,0,0,0
第17屆南投縣議員,謝明謀,0,90000,0,0,0,0,35595,225745,0,0,7790,70908,0,0,0,0
第17屆南投縣議員,賴燕雪,228600,454000,0,0,0,0,0,436805,155685,0,84050,61207,100896,0,0,0
第17屆南投縣議員,陳倩月,55000,0,0,0,0,0,0,0,0,0,40000,0,15000,0,0,0
第17屆南投縣議員,陳國雄,47700,21800,0,0,0,0,0,6800,18000,0,23600,0,21300,0,0,0
第17屆南投縣議員,陳昭煜,528200,70000,0,0,2000,0,260000,298400,0,0,75000,0,0,0,0,0
第17屆南投縣議員,陳永來,0,0,0,0,0,0,0,1247145,85700,152000,264590,40308,1994408,0,0,0
第17屆南投縣議員,陳淑惠,0,0,50000,0,0,0,0,327100,60000,56200,29130,0,0,0,0,0
第17屆南投縣議員,陳翰立,630002,580000,0,0,0,1,374381,409780,128400,60000,24500,22050,226805,0,0,3200
第17屆南投縣議員,黃志學,461600,382545,50000,0,0,0,60000,751035,0,0,68780,37902,115238,0,0,3500
第17屆南投縣議員,黃秀女,455000,347600,0,0,0,0,84000,768184,59000,0,100975,3963,94394,0,0,0
第17屆南投縣議員,林宗立,0,32000,0,0,0,0,0,40000,0,0,0,0,0,0,0,0
第17屆嘉義縣議員,何子凡,33500,0,100000,0,0,0,60000,38000,0,0,0,20500,15000,0,0,0
第17屆嘉義縣議員,侯清河,0,20000,50000,0,0,0,0,90594,0,0,0,0,39212,0,0,0
第17屆嘉義縣議員,劉敬祥,200000,310000,0,0,0,0,0,590135,0,0,264100,19158,30000,0,0,0
第17屆嘉義縣議員,吳思蓉,360000,0,50000,0,0,0,0,0,74709,198540,53500,0,0,0,0,0
第17屆嘉義縣議員,吳李綠,135000,193000,0,0,1200,0,94200,284328,45156,5600,36950,7250,72585,0,0,0
第17屆嘉義縣議員,官文樹,0,200000,0,0,0,0,0,201250,0,0,0,80392,63505,0,0,0
第17屆嘉義縣議員,張嘉瀧,107000,0,50000,100000,0,0,0,193560,35200,0,29500,0,0,0,0,0
第17屆嘉義縣議員,張明達,797500,300000,0,0,0,0,0,576657,0,0,0,89002,529288,0,0,0
第17屆嘉義縣議員,曾亮哲,2052000,0,0,0,0,0,1257800,366591,285920,0,150700,0,134843,0,0,0
第17屆嘉義縣議員,李國勝,100000,180000,50000,0,0,0,599800,237610,541150,0,35700,17953,183112,0,0,0
第17屆嘉義縣議員,林于玲,333000,32000,50000,0,0,0,0,301576,0,5746,81300,0,83140,0,0,0
第17屆嘉義縣議員,林寶瓶,0,0,0,50000,0,0,56000,0,0,0,15900,0,17000,0,0,0
第17屆嘉義縣議員,林明記,0,0,50000,0,0,0,0,421575,0,0,0,0,120000,0,0,0
第17屆嘉義縣議員,林秀琴,174400,220000,0,0,6666,0,0,744304,200500,1344,23875,29274,40555,0,0,0
第17屆嘉義縣議員,楊秀玉,30000,0,0,0,0,0,166680,400530,153750,0,0,0,92447,0,0,0
第17屆嘉義縣議員,汪志敏,166000,0,0,0,0,0,0,158140,0,0,0,6457,17975,0,0,0
第17屆嘉義縣議員,簡泰河,92000,0,50000,0,0,0,0,0,0,0,0,0,277940,0,0,0
第17屆嘉義縣議員,羅士洋,563000,150000,0,0,0,0,371000,475140,141400,0,34020,99886,244896,0,0,0
第17屆嘉義縣議員,翁聰賢,420000,130000,0,0,8999,0,91000,372216,120065,15020,51000,0,141899,0,0,0
第17屆嘉義縣議員,葉孟龍,800000,0,0,0,0,0,0,1093748,0,0,0,0,24821,0,0,0
第17屆嘉義縣議員,蔡文基,149700,225700,0,0,46260,0,359880,697546,217775,5500,137700,50911,73265,0,0,0
第17屆嘉義縣議員,蔡鼎三,1207800,236000,0,0,0,0,90000,641134,588000,1288,87650,17394,116597,0,0,0
第17屆嘉義縣議員,許能通,0,0,0,0,0,0,0,20494,0,0,0,3700,5236,0,0,0
第17屆嘉義縣議員,詹家甄,0,0,50000,0,0,0,0,204416,66000,0,0,2233,3280,0,0,0
第17屆嘉義縣議員,詹金繪,70020,185000,0,0,0,0,0,111047,9040,0,0,99427,183835,0,0,0
第17屆嘉義縣議員,詹黃素蓮,350000,0,50000,0,0,0,0,137200,78000,79000,29800,0,76000,0,0,0
第17屆嘉義縣議員,賴朝崙,350000,230000,0,0,0,0,0,187638,200000,0,16000,36598,204240,0,0,0
第17屆嘉義縣議員,連鳳齊,0,300000,0,0,0,0,28000,89960,0,0,13250,9915,160850,0,0,0
第17屆嘉義縣議員,陳俊宏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆嘉義縣議員,陳怡岳,315000,242000,0,0,0,3,0,1080000,0,0,0,0,0,0,0,0
第17屆嘉義縣議員,陳鳳梅,0,0,0,0,0,0,0,61100,0,0,10500,8872,23400,0,0,0
第17屆嘉義縣議員,顏蔡淑惠,940000,20000,50000,0,0,0,0,125200,348170,0,10000,0,531033,0,0,0
第17屆嘉義縣議員,黃嫈珺,726744,520000,0,0,0,0,251250,761700,76895,0,9000,0,221942,0,0,8450
第17屆基隆市議員,丁玉玲,0,0,200000,0,0,0,0,131700,0,0,0,0,91690,0,0,7000
第17屆基隆市議員,何淑萍,220000,71000,50000,0,500,24,42750,200572,58800,36000,27100,1346,145446,0,0,0
第17屆基隆市議員,俞叁發,575038,123000,50000,16600,12000,0,60000,398478,0,0,127700,24318,171864,0,0,30000
第17屆基隆市議員,呂美玲,172000,11000,50000,0,0,3,10000,197520,14000,1596,83994,31350,168786,0,0,0
第17屆基隆市議員,宋瑋莉,38800,538000,50000,1000,0,0,0,338235,85000,120000,54850,50000,21719,0,0,450
第17屆基隆市議員,張保吉,0,0,30000,0,0,0,0,57500,0,0,0,0,6500,0,0,0
第17屆基隆市議員,張淵翔,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆基隆市議員,張漢土,14000,36700,50000,0,0,0,231000,545730,134200,128000,68700,0,81955,0,0,0
第17屆基隆市議員,張耿輝,163666,180000,50000,0,28900,47,0,771896,0,200000,0,3000,330979,20000,0,37800
第17屆基隆市議員,張芳麗,823000,1285000,50000,0,0,25,540000,548023,71139,198100,237570,4174,258078,0,0,323079
第17屆基隆市議員,張銘傑,158000,0,30000,0,2000,0,50000,250000,80000,0,0,0,50000,0,0,0
第17屆基隆市議員,張錦煌,163000,35000,0,0,0,0,125600,463001,110000,105000,36800,3210,170861,0,0,0
第17屆基隆市議員,曾水源,214600,650000,50000,0,0,44,63000,504292,0,115900,153854,8816,92036,0,0,0
第17屆基隆市議員,朱瑞祥,273300,0,0,0,0,0,95000,198000,55000,50000,47000,0,8900,0,0,0
第17屆基隆市議員,李振銘,0,0,30000,0,0,0,0,0,36000,0,0,0,0,0,0,0
第17屆基隆市議員,杜家輝,180000,60000,0,0,0,0,140000,380198,70383,6000,30000,0,39088,0,0,0
第17屆基隆市議員,林弘和,100000,110000,50000,0,0,3,0,1364138,0,0,0,8229,88715,0,0,0
第17屆基隆市議員,林旭日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆基隆市議員,林毅,342000,632000,50000,35000,35015,0,0,1028134,0,0,0,12565,33933,20000,0,0
第17屆基隆市議員,楊石城,240000,53000,50000,10000,72100,0,203000,113021,15283,272470,0,0,97461,0,0,0
第17屆基隆市議員,江鑒育,0,10000,50000,0,0,0,268220,633736,0,60000,0,0,47676,0,0,0
第17屆基隆市議員,沈義傳,205000,190000,50000,10000,0,14,0,617130,79966,98950,0,0,198650,0,0,0
第17屆基隆市議員,洪森永,8000,0,0,0,0,0,0,135000,0,0,0,0,0,0,0,0
第17屆基隆市議員,游祥耀,262000,0,0,0,0,0,390000,384171,0,165000,0,70867,299392,0,0,0
第17屆基隆市議員,游秋臨,60000,80000,30000,10000,0,2,0,268706,221045,1117,171460,1906,44085,0,0,5000
第17屆基隆市議員,秦鉦,139000,94000,50000,0,0,12,274000,266947,126000,0,43000,48809,149582,0,0,0
第17屆基隆市議員,簡曉東,36000,0,30000,0,22000,0,0,86000,0,0,0,0,2000,0,0,0
第17屆基隆市議員,羅富友,80000,0,30000,0,26000,0,30000,264607,2000,92000,26000,0,5076,0,0,0
第17屆基隆市議員,莊榮欽,119000,0,50000,30000,0,9,0,297335,91000,150000,0,0,54231,0,0,0
第17屆基隆市議員,莊錦田,414340,657000,0,0,0,19,41040,1015391,29460,8200,36221,81562,233799,5000,0,83575
第17屆基隆市議員,蔡旺璉,0,50000,50000,0,0,0,75000,285952,91500,9560,26750,4610,138777,0,0,0
第17屆基隆市議員,蔡適應,1098400,915000,0,30000,2000,9,821000,970573,85864,53650,83961,2756,274242,0,5000,19500
第17屆基隆市議員,藍敏煌,273000,76000,50000,0,0,0,116390,778234,112500,0,24000,0,20235,0,0,0
第17屆基隆市議員,蘇財發,99600,197000,30000,0,0,3,117000,276369,94000,0,51000,15576,10498,0,0,0
第17屆基隆市議員,詹春陽,250000,0,0,0,0,0,0,539074,110000,0,0,7665,100885,0,0,0
第17屆基隆市議員,謝守男,200000,100000,50000,0,0,0,30000,265413,60000,0,0,0,81169,0,0,0
第17屆基隆市議員,邱三元,318000,0,100000,0,0,0,0,192280,0,135000,0,0,33688,0,0,62750
第17屆基隆市議員,鄭可熙,68000,200000,0,5000,0,2,0,292398,56900,13500,21000,6675,160199,0,0,0
第17屆基隆市議員,鄭林清良,440710,81900,50000,60000,14150,23,0,159560,105368,34986,221422,39940,212701,0,0,47000
第17屆基隆市議員,陳志成,40000,150000,0,0,0,6,0,314450,73000,80000,0,0,25984,0,0,0
第17屆基隆市議員,陳東財,191800,75000,0,0,0,6,0,161594,0,0,15000,0,124349,0,0,0
第17屆基隆市議員,陳江山,360600,0,50000,0,9000,0,50000,229600,60000,30000,0,0,72000,0,0,0
第17屆基隆市議員,陳金樹,735000,80000,50000,0,2000,0,30000,800000,110000,5000,0,0,0,0,0,0
第17屆基隆市議員,韓良圻,306000,348200,50000,3000,27000,0,0,625852,0,80000,41000,0,0,0,0,0
第17屆基隆市議員,顏厚廣,74500,0,0,0,0,0,0,167750,10000,0,0,0,0,0,0,0
第17屆基隆市議員,馬嘉鴻,20000,100000,30000,2000,0,5,0,466800,0,183000,6000,130000,79828,0,0,0
第17屆基隆市議員,馬賢生,0,0,50000,0,0,0,0,218000,35000,0,0,7474,76347,0,0,0
第17屆基隆市議員,駱智仁,140000,0,30000,0,38870,1,0,203194,16116,0,23700,0,22745,0,0,0
第17屆基隆市議員,高辜惠珍,277200,0,50000,0,0,0,140000,510348,19000,0,0,0,111955,0,0,0
第17屆基隆市議員,黃景泰,928550,1340000,50000,100000,0,0,450000,1066717,15000,90000,25000,21081,1191750,0,0,0
第17屆宜蘭縣議員,余玫,447000,73000,100000,0,0,3,22500,744273,14000,0,60000,0,123962,0,0,0
第17屆宜蘭縣議員,余美雪,602590,497500,0,124000,0,0,160750,1412793,89530,71960,99340,12593,243886,0,0,0
第17屆宜蘭縣議員,劉添梧,1237600,524600,0,10000,0,56,444500,1064650,54367,1481,59128,13264,298710,0,0,0
第17屆宜蘭縣議員,吳宏謀,316000,163600,0,0,0,17,0,313771,36318,6860,100760,66855,220790,0,0,38700
第17屆宜蘭縣議員,吳榮富,0,0,60000,0,0,0,0,0,33423,0,15000,0,28712,0,0,0
第17屆宜蘭縣議員,吳福田,380400,176000,0,0,0,13,167000,682413,52500,249100,44580,44091,341167,0,0,10000
第17屆宜蘭縣議員,吳秋齡,529000,200000,100000,0,0,11,150325,618890,129792,0,55000,0,174628,0,20000,0
第17屆宜蘭縣議員,唐璟誼,101500,0,100000,0,1500,0,17800,159385,30000,52000,0,1600,148844,100000,0,0
第17屆宜蘭縣議員,張建榮,508666,690000,150000,40000,0,144,246000,1359326,80000,0,0,0,606232,0,0,0
第17屆宜蘭縣議員,張漢東,80000,240000,0,0,0,0,0,388037,12510,90366,9415,17395,246067,0,0,0
第17屆宜蘭縣議員,張秋明,55000,530000,0,0,0,0,0,493753,0,6000,9845,9959,110151,0,0,0
第17屆宜蘭縣議員,曹乾舜,0,0,100000,0,0,0,0,135000,0,0,0,0,0,0,0,0
第17屆宜蘭縣議員,曾茂照,369500,0,0,0,17750,0,180000,9450,50000,20000,0,0,129271,0,0,14600
第17屆宜蘭縣議員,李志鏞,984200,412000,100000,5000,0,0,320515,582560,0,13750,102860,99933,564133,200000,0,0
第17屆宜蘭縣議員,李清林,170000,520000,100000,50000,0,33026,0,545117,0,0,0,14849,358005,0,0,0
第17屆宜蘭縣議員,林定國,225600,105000,100000,0,0,0,85000,409469,35000,0,15000,0,130238,0,0,0
第17屆宜蘭縣議員,林富美,0,46000,0,0,0,0,0,35400,18000,0,0,0,0,0,0,0
第17屆宜蘭縣議員,林岳賢,2613080,293000,100000,0,0,117,1430800,1215773,146161,52125,231345,4098,402565,0,0,50900
第17屆宜蘭縣議員,林朝旺,533000,150000,100000,0,0,0,0,382136,73588,16000,509252,8543,72454,0,0,41000
第17屆宜蘭縣議員,林棋山,244000,70000,100000,12000,0,0,220000,276350,16200,20000,0,0,255412,0,0,0
第17屆宜蘭縣議員,林水金,511500,336000,0,12000,21000,0,178000,300399,92976,0,87245,1000,311714,0,0,0
第17屆宜蘭縣議員,林裕臺,0,0,60000,0,0,0,0,127987,0,0,20296,69778,59307,0,0,0
第17屆宜蘭縣議員,林連春,0,0,0,0,0,0,0,63000,0,0,0,0,0,0,0,0
第17屆宜蘭縣議員,林錫明,327400,225000,0,0,0,0,515000,416588,0,230307,232700,11326,77078,0,0,0
第17屆宜蘭縣議員,楊政誠,160000,310000,100000,10000,0,6,386408,360408,123195,45528,45150,0,502208,0,0,1800
第17屆宜蘭縣議員,歐耀北,133000,100000,100000,0,0,0,114200,471550,70209,7500,33800,0,116428,0,0,13000
第17屆宜蘭縣議員,江碧華,247666,306000,100000,0,0,0,223000,646776,85401,20300,225732,14987,579767,0,10000,34600
第17屆宜蘭縣議員,江聰淵,1168200,709200,0,50000,28000,96,171650,1365821,113741,132000,98780,27598,196449,50000,0,0
第17屆宜蘭縣議員,沈德茂,314300,415000,0,0,100,0,118400,316801,19384,0,12379,16654,729581,0,0,0
第17屆宜蘭縣議員,游祥德,472600,192000,0,2000,0,0,523800,479371,0,30000,181820,53491,427350,0,0,10000
第17屆宜蘭縣議員,簡德旺,685000,110000,0,0,0,0,177000,661782,33000,35000,146300,61036,681061,0,0,0
第17屆宜蘭縣議員,簡海樹,0,0,100000,0,0,0,0,108000,0,0,0,1200,1200,0,0,0
第17屆宜蘭縣議員,莊淑如,67400,100200,100000,43600,0,3,63000,480913,70000,0,0,0,99798,0,0,0
第17屆宜蘭縣議員,蔡文益,100000,300000,100000,0,0,0,0,211816,0,0,0,0,44920,400000,0,0
第17屆宜蘭縣議員,謝志得,661000,84000,0,10000,29000,1,0,991569,9042,2700,0,0,336676,0,0,0
第17屆宜蘭縣議員,賴瑞鼎,1289380,123000,0,0,1605,111,526800,1344345,0,0,75500,64166,401699,3000,50000,8800
第17屆宜蘭縣議員,邱素梅,429000,50000,0,0,0,0,110000,425845,55500,115000,0,91250,167338,0,0,0
第17屆宜蘭縣議員,陳來賜,200000,300000,60000,0,0,0,0,72518,0,32500,335000,114000,55043,0,0,0
第17屆宜蘭縣議員,陳傑麟,85000,0,0,0,0,0,0,50000,0,0,0,0,12000,23000,0,0
第17屆宜蘭縣議員,陳坤,700300,1675000,0,0,0,41,442800,1011400,22126,144265,192485,227500,251704,0,0,100000
第17屆宜蘭縣議員,陳孝仁,0,0,60000,0,0,0,0,39000,0,3000,8000,596,13076,0,0,0
第17屆宜蘭縣議員,陳正男,236600,45000,0,0,12450,0,0,424158,0,0,84104,9209,292785,5000,0,0
第17屆宜蘭縣議員,陳漢鍾,1081500,2036500,100000,0,0,0,530540,1044954,187737,22000,167870,0,1335054,200000,0,14010
第17屆宜蘭縣議員,陳福山,330000,80000,0,0,0,0,280960,384458,9740,57308,0,18560,315743,0,0,111000
第17屆宜蘭縣議員,陳金麟,80000,55000,100000,6600,0,0,52000,202387,51856,22600,132432,0,59258,0,0,8400
第17屆宜蘭縣議員,陳長義,31000,0,0,0,0,0,0,376094,12368,20200,52060,0,29005,0,0,0
第17屆宜蘭縣議員,陳鴻禧,1208400,469600,100000,10000,16200,102,421100,1337107,11200,144843,103000,33158,364498,10000,0,0
第17屆宜蘭縣議員,黃浴沂,433500,953000,100000,0,0,12,105000,946867,39050,0,56960,37526,499597,0,0,0
第17屆宜蘭縣議員,黃素琴,1221000,438000,0,0,0,28,384600,957275,87582,4500,25000,0,257615,0,0,0
第17屆宜蘭縣議員,黃適超,1459600,954000,0,0,0,10,326900,1111666,66000,191525,648245,107609,438438,0,0,27600
第17屆屏東縣議員,何春美,20000,250000,30000,0,0,0,0,302950,0,0,0,0,0,0,0,0
第17屆屏東縣議員,劉新乎,131000,0,300000,0,33310,0,200000,126926,160000,20000,0,48114,89207,0,0,0
第17屆屏東縣議員,劉水復,1332000,300000,0,0,0,0,1015000,244420,0,980,6000,11551,401368,200000,0,0
第17屆屏東縣議員,劉淼松,271500,510400,50000,13000,17,0,103653,391200,109847,19371,265500,0,72753,0,0,0
第17屆屏東縣議員,包水生,0,0,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0
第17屆屏東縣議員,唐玉琴,450265,64040,50000,53200,15000,64,0,454691,49610,10000,20560,0,81251,0,0,4780
第17屆屏東縣議員,宋麗華,315000,4400000,50000,0,0,33,3523500,1518903,44949,0,86700,0,35772,0,0,0
第17屆屏東縣議員,尤慶賀,677766,218000,0,10000,0,0,220600,747858,68000,228950,182760,2700,236748,0,0,0
第17屆屏東縣議員,張惠怡,229000,200000,30000,0,0,0,25800,398827,0,0,0,30634,573961,108000,0,0
